brand,model,year,fuel_type,transmission,owner_type,km_driven,seller_type,mileage,engine,seats,price,car_age,km_per_year,engine_per_seat
Honda,City,2018,Diesel,Manual,Second Owner,60000.0,Dealer,17.4,1497,5,790000.0,8,7500.0,299.4
Skoda,Rapid,2017,Petrol,Automatic,Third Owner,67269.0,Dealer,15.6,1498,5,695000.0,9,7474.33,299.6
Maruti,Wagon R,2021,Cng,Manual,Second Owner,40664.0,Dealer,21.5,998,5,640000.0,5,8132.8,199.6
Toyota,Fortuner,2011,Diesel,Manual,Fourth & Above Owner,113000.0,Dealer,12.6,2755,7,1075000.0,15,7533.33,393.57
Maruti,Alto 800,2018,Petrol,Manual,Second Owner,20786.0,Dealer,22.7,796,5,341000.0,8,2598.25,159.2
MG,Hector,2020,Hybrid,Manual,Second Owner,35000.0,Dealer,18.0,1200,5,1450000.0,6,5833.33,240.0
BMW,5 Series,2017,Diesel,Manual,Third Owner,53971.0,Dealer,15.6,1995,5,3295000.0,9,5996.78,399.0
Toyota,Fortuner,2021,Diesel,Automatic,Second Owner,53834.0,Dealer,12.6,2755,7,3950000.0,5,10766.8,393.57
Tata,Nexon,2020,Petrol,Manual,Second Owner,30356.0,Dealer,17.0,1199,5,1067000.0,6,5059.33,239.8
Maruti,Ciaz,2019,Diesel,Manual,Second Owner,76000.0,Dealer,20.7,1498,5,910000.0,7,10857.14,299.6
Hyundai,Santro,2013,Petrol,Manual,Fourth & Above Owner,79800.0,Dealer,18.3,1197,5,260000.0,13,6138.46,239.4
Maruti,Alto 800,2021,Petrol,Manual,Second Owner,4958.0,Dealer,22.7,796,5,402000.0,5,991.6,159.2
Hyundai,Creta,2019,Petrol,Automatic,Second Owner,70000.0,Dealer,16.8,1497,5,1175000.0,7,10000.0,299.4
Hyundai,Santro,2020,Petrol,Manual,Second Owner,24669.0,Dealer,18.3,1197,5,562000.0,6,4111.5,239.4
Land Rover,Range,2014,Diesel,Automatic,Third Owner,89000.0,Dealer,11.8,2179,5,2250000.0,12,7416.67,435.8
Hyundai,Grand I10,2014,Petrol,Manual,Third Owner,42228.0,Dealer,18.9,1197,5,385000.0,12,3519.0,239.4
Hyundai,Creta,2016,Petrol,Manual,Third Owner,40544.0,Dealer,16.8,1497,5,939000.0,10,4054.4,299.4
Maruti,Vitara Brezza,2020,Petrol,Manual,Second Owner,19608.0,Dealer,17.0,1462,5,1125000.0,6,3268.0,292.4
Maruti,Celerio,2016,Petrol,Automatic,Third Owner,41058.0,Dealer,20.8,1197,5,395000.0,10,4105.8,239.4
BMW,3 Series,2013,Diesel,Manual,Fourth & Above Owner,65000.0,Dealer,16.1,1995,5,1090000.0,13,5000.0,399.0
Maruti,Ciaz,2017,Petrol,Manual,Third Owner,38773.0,Dealer,20.7,1373,5,635000.0,9,4308.11,274.6
Mercedes-Benz,E Class,2018,Diesel,Automatic,Second Owner,49700.0,Dealer,13.8,1991,5,4437000.0,8,6212.5,398.2
Tata,Nexon,2018,Petrol,Manual,Second Owner,31585.0,Dealer,17.0,1199,5,866000.0,8,3948.12,239.8
Maruti,Wagon R,2015,Petrol,Manual,Third Owner,86866.0,Dealer,21.5,998,5,360000.0,11,7896.91,199.6
Skoda,Superb,2017,Diesel,Automatic,Third Owner,56341.0,Dealer,15.6,1498,5,1995000.0,9,6260.11,299.6
Honda,City,2015,Petrol,Manual,Third Owner,53206.0,Dealer,17.4,1497,5,669000.0,11,4836.91,299.4
Hyundai,Grand I10,2017,Petrol,Manual,Third Owner,18000.0,Dealer,18.9,1197,5,475000.0,9,2000.0,239.4
Hyundai,Elite I20,2016,Diesel,Manual,Third Owner,63379.0,Dealer,19.0,1498,5,685000.0,10,6337.9,299.6
Honda,City,2015,Petrol,Automatic,Third Owner,48900.0,Dealer,17.4,1497,5,750000.0,11,4445.45,299.4
Hyundai,Creta,2016,Petrol,Manual,Third Owner,41951.0,Dealer,16.8,1497,5,856000.0,10,4195.1,299.4
Tata,Safari,2021,Diesel,Manual,Second Owner,22889.0,Dealer,14.1,1956,7,1945000.0,5,4577.8,279.43
Maruti,Alto 800,2018,Petrol,Manual,Second Owner,44706.0,Dealer,22.7,796,5,350000.0,8,5588.25,159.2
Honda,City,2008,Petrol,Manual,Fourth & Above Owner,83920.0,Dealer,17.4,1497,5,180000.0,18,4662.22,299.4
Audi,A4,2021,Petrol,Automatic,Second Owner,45760.0,Dealer,17.4,1984,5,3950000.0,5,9152.0,396.8
Hyundai,Verna,2017,Diesel,Automatic,Third Owner,56040.0,Dealer,17.7,1497,5,890000.0,9,6226.67,299.4
Maruti,S-Presso,2021,Petrol,Manual,Second Owner,64.0,Dealer,20.8,1197,5,476000.0,5,12.8,239.4
Maruti,Dzire,2019,Petrol,Automatic,Second Owner,51500.0,Dealer,22.0,1197,5,690000.0,7,7357.14,239.4
Honda,City,2018,Petrol,Manual,Second Owner,36040.0,Dealer,17.4,1497,5,1130000.0,8,4505.0,299.4
Hyundai,Elite I20,2015,Petrol,Manual,Third Owner,40875.0,Dealer,18.3,1197,5,461000.0,11,3715.91,239.4
Hyundai,I20,2017,Petrol,Manual,Third Owner,31622.0,Dealer,18.6,1197,5,673000.0,9,3513.56,239.4
Audi,A6,2013,Diesel,Automatic,Fourth & Above Owner,29000.0,Dealer,14.5,1984,5,1350000.0,13,2230.77,396.8
Skoda,Rapid,2019,Diesel,Manual,Second Owner,41443.0,Dealer,15.6,1498,5,980000.0,7,5920.43,299.6
Maruti,Wagon R,2017,Petrol,Manual,Third Owner,55486.0,Dealer,21.5,998,5,384000.0,9,6165.11,199.6
Hyundai,Grand I10,2020,Petrol,Manual,Second Owner,36053.0,Dealer,18.9,1197,5,625000.0,6,6008.83,239.4
Honda,Jazz,2019,Petrol,Manual,Second Owner,17922.0,Dealer,18.7,1199,5,770000.0,7,2560.29,239.8
Kia,Seltos,2022,Petrol,Manual,First Owner,8963.0,Dealer,16.5,1497,5,1685000.0,4,2240.75,299.4
Honda,City,2018,Petrol,Manual,Second Owner,20143.0,Dealer,17.4,1497,5,891000.0,8,2517.88,299.4
Maruti,Swift,2013,Petrol,Manual,Fourth & Above Owner,66000.0,Dealer,21.2,1197,5,475000.0,13,5076.92,239.4
Maruti,Estilo,2008,Petrol,Manual,Fourth & Above Owner,29012.0,Dealer,20.8,1197,5,99991.0,18,1611.78,239.4
Honda,City,2018,Petrol,Manual,Second Owner,40547.0,Dealer,17.4,1497,5,835000.0,8,5068.38,299.4
Honda,City,2016,Petrol,Manual,Third Owner,80815.0,Dealer,17.4,1497,5,680000.0,10,8081.5,299.4
Maruti,Swift,2017,Petrol,Manual,Third Owner,24858.0,Dealer,21.2,1197,5,606000.0,9,2762.0,239.4
Isuzu,Mu,2017,Diesel,Manual,Third Owner,96095.0,Dealer,13.8,1898,5,1791000.0,9,10677.22,379.6
Maruti,Wagon R,2014,Petrol,Manual,Third Owner,54095.0,Dealer,21.5,998,5,323000.0,12,4507.92,199.6
Mini,Cooper,2014,Petrol,Automatic,Third Owner,69446.0,Dealer,16.3,1998,4,2000000.0,12,5787.17,499.5
Maruti,Alto K10,2012,Petrol,Manual,Fourth & Above Owner,127000.0,Dealer,24.1,998,5,210000.0,14,9071.43,199.6
Hyundai,Creta,2020,Petrol + 1,Automatic,Second Owner,12500.0,Dealer,16.8,1497,5,1700000.0,6,2083.33,299.4
Maruti,Dzire,2018,Petrol,Automatic,Second Owner,59597.0,Dealer,22.0,1197,5,799000.0,8,7449.62,239.4
Maruti,Wagon R,2019,Petrol,Manual,Second Owner,18855.0,Dealer,21.5,998,5,535000.0,7,2693.57,199.6
Maruti,Swift,2018,Petrol,Automatic,Second Owner,41528.0,Dealer,21.2,1197,5,745000.0,8,5191.0,239.4
Maruti,Swift,2019,Petrol,Manual,Second Owner,35166.0,Dealer,21.2,1197,5,551000.0,7,5023.71,239.4
Fiat,Abarth,2015,Petrol,Manual,Third Owner,26762.0,Dealer,16.3,1248,5,897000.0,11,2432.91,249.6
Audi,Q5,2014,Diesel,Automatic,Third Owner,58670.0,Dealer,14.5,1984,5,2288000.0,12,4889.17,396.8
Hyundai,Grand I10,2017,Petrol,Manual,Third Owner,29964.0,Dealer,18.9,1197,5,575000.0,9,3329.33,239.4
Maruti,Alto 800,2017,Petrol,Manual,Third Owner,20572.0,Dealer,22.7,796,5,289000.0,9,2285.78,159.2
Tata,Tiago,2018,Petrol,Manual,Second Owner,44296.0,Dealer,17.0,1199,5,453000.0,8,5537.0,239.8
Mahindra,Kuv100,2020,Petrol,Manual,Second Owner,12000.0,Dealer,15.1,2179,7,700000.0,6,2000.0,311.29
Maruti,Alto 800,2017,Petrol,Manual,Third Owner,39262.0,Dealer,22.7,796,5,291000.0,9,4362.44,159.2
Hyundai,Santro,2010,Petrol,Manual,Fourth & Above Owner,46733.0,Dealer,18.3,1197,5,142000.0,16,2920.81,239.4
Volkswagen,Polo,2016,Petrol,Manual,Third Owner,39200.0,Dealer,17.2,1197,5,699000.0,10,3920.0,239.4
Hyundai,Creta,2016,Petrol,Automatic,Third Owner,67981.0,Dealer,16.8,1497,5,964000.0,10,6798.1,299.4
Honda,City,2020,Petrol,Manual,Second Owner,66729.0,Dealer,17.4,1497,5,1249000.0,6,11121.5,299.4
Mercedes-Benz,Cla,2017,Petrol,Automatic,Third Owner,13137.0,Dealer,13.8,1991,5,2550000.0,9,1459.67,398.2
Volkswagen,Polo,2013,Petrol,Manual,Fourth & Above Owner,47000.0,Dealer,17.2,1197,5,300000.0,13,3615.38,239.4
Volvo,Xc90,2018,Diesel,Automatic,Second Owner,45000.0,Dealer,12.4,1969,5,4500000.0,8,5625.0,393.8
Mahindra,Xuv300,2019,Diesel,Automatic,Second Owner,36770.0,Dealer,15.1,2179,7,1299000.0,7,5252.86,311.29
Isuzu,D,2017,Diesel,Manual,Third Owner,67970.0,Dealer,13.8,1898,5,1695000.0,9,7552.22,379.6
Honda,City,2015,Petrol,Automatic,Third Owner,46910.0,Dealer,17.4,1497,5,658000.0,11,4264.55,299.4
Honda,Jazz,2015,Petrol,Automatic,Third Owner,34231.0,Dealer,18.7,1199,5,685000.0,11,3111.91,239.8
Tata,Safari,2021,Diesel,Manual,Second Owner,13594.0,Dealer,14.1,1956,7,2395000.0,5,2718.8,279.43
Hyundai,Venue,2020,Diesel,Manual,Second Owner,43000.0,Dealer,19.0,1498,5,925000.0,6,7166.67,299.6
Tata,Safari,2014,Diesel,Manual,Third Owner,65000.0,Dealer,14.1,1956,7,575000.0,12,5416.67,279.43
Audi,A4,2013,Diesel,Automatic,Fourth & Above Owner,86830.0,Dealer,17.4,1984,5,1490000.0,13,6679.23,396.8
Hyundai,Creta,2021,Diesel,Manual,Second Owner,72305.0,Dealer,16.8,1497,5,1600000.0,5,14461.0,299.4
Honda,City,2015,Diesel,Manual,Third Owner,55201.0,Dealer,17.4,1497,5,680000.0,11,5018.27,299.4
Maruti,Ciaz,2017,Petrol,Manual,Third Owner,37799.0,Dealer,20.7,1373,5,731000.0,9,4199.89,274.6
Maruti,Wagon R,2011,Petrol,Manual,Fourth & Above Owner,24628.0,Dealer,21.5,998,5,295000.0,15,1641.87,199.6
Honda,Wr,2020,Petrol,Manual,Second Owner,24000.0,Dealer,17.8,1497,5,775000.0,6,4000.0,299.4
Maruti,S Cross,2019,Diesel,Manual,Second Owner,34514.0,Dealer,19.0,1498,5,1150000.0,7,4930.57,299.6
Mahindra,XUV500,2016,Diesel,Manual,Third Owner,89000.0,Dealer,15.1,2179,7,1050000.0,10,8900.0,311.29
Toyota,Innova,2018,Diesel,Automatic,Second Owner,108810.0,Dealer,12.99,2494,7,1900000.0,8,13601.25,356.29
Maruti,Wagon R,2021,Petrol,Manual,Second Owner,3810.0,Dealer,21.5,998,5,556000.0,5,762.0,199.6
Jeep,Compass,2019,Diesel,Manual,Second Owner,43922.0,Dealer,14.9,1956,5,1540000.0,7,6274.57,391.2
Maruti,Celerio,2020,Cng,Manual,Second Owner,36560.0,Dealer,20.8,1197,5,615000.0,6,6093.33,239.4
Hyundai,I10,2014,Petrol,Manual,Third Owner,48137.0,Dealer,19.8,1086,5,455000.0,12,4011.42,217.2
Honda,City,2017,Petrol,Automatic,Third Owner,44415.0,Dealer,17.4,1497,5,795000.0,9,4935.0,299.4
Honda,Amaze,2014,Petrol,Automatic,Third Owner,38885.0,Dealer,18.6,1199,5,395000.0,12,3240.42,239.8
Toyota,Land Cruiser,2011,Diesel,Manual,Fourth & Above Owner,152000.0,Dealer,11.0,4461,7,7000000.0,15,10133.33,637.29
Hyundai,Verna,2018,Petrol,Automatic,Second Owner,31726.0,Dealer,17.7,1497,5,1011000.0,8,3965.75,299.4
Maruti,S-Presso,2020,Petrol,Manual,Second Owner,75258.0,Dealer,20.8,1197,5,440000.0,6,12543.0,239.4
Maruti,Swift,2015,Petrol,Manual,Third Owner,34551.0,Dealer,21.2,1197,5,411000.0,11,3141.0,239.4
Hyundai,Creta,2017,Diesel,Manual,Third Owner,53459.0,Dealer,16.8,1497,5,1157000.0,9,5939.89,299.4
Maruti,S Cross,2020,Petrol,Automatic,Second Owner,11729.0,Dealer,18.5,1248,5,914000.0,6,1954.83,249.6
Hyundai,I20,2022,Diesel,Manual,First Owner,11000.0,Dealer,19.0,1498,5,950000.0,4,2750.0,299.6
Maruti,Swift,2014,Petrol,Manual,Third Owner,75000.0,Dealer,21.2,1197,5,410000.0,12,6250.0,239.4
Toyota,Urban,2022,Petrol,Automatic,First Owner,15412.0,Dealer,14.5,1496,5,1256000.0,4,3853.0,299.2
Honda,City,2017,Petrol,Automatic,Third Owner,70233.0,Dealer,17.4,1497,5,793000.0,9,7803.67,299.4
Honda,Brio,2013,Petrol,Manual,Fourth & Above Owner,53000.0,Dealer,18.5,1198,5,345000.0,13,4076.92,239.6
Skoda,Rapid,2014,Petrol,Manual,Third Owner,60000.0,Dealer,15.6,1498,5,525000.0,12,5000.0,299.6
Maruti,Swift,2017,Petrol,Manual,Third Owner,54489.0,Dealer,21.2,1197,5,557000.0,9,6054.33,239.4
Chevrolet,Tavera,2016,Diesel,Manual,Third Owner,95000.0,Dealer,19.0,1498,5,795000.0,10,9500.0,299.6
Toyota,Corolla Altis,2017,Petrol,Automatic,Third Owner,25000.0,Dealer,14.3,1798,5,1275000.0,9,2777.78,359.6
Nissan,Kicks,2020,Petrol,Manual,Second Owner,31387.0,Dealer,18.0,1498,5,1265000.0,6,5231.17,299.6
Maruti,Celerio,2020,Cng,Manual,Second Owner,23225.0,Dealer,20.8,1197,5,610000.0,6,3870.83,239.4
Hyundai,Grand I10,2017,Petrol,Manual,Third Owner,35705.0,Dealer,18.9,1197,5,494000.0,9,3967.22,239.4
Honda,City,2015,Diesel,Manual,Third Owner,41000.0,Dealer,17.4,1497,5,680000.0,11,3727.27,299.4
Audi,Q7,2017,Diesel,Automatic,Third Owner,48000.0,Dealer,14.5,1984,5,5200000.0,9,5333.33,396.8
Maruti,Alto 800,2014,Petrol,Manual,Third Owner,72171.0,Dealer,22.7,796,5,299000.0,12,6014.25,159.2
Renault,Triber,2020,Petrol,Manual,Second Owner,20555.0,Dealer,20.0,999,5,670000.0,6,3425.83,199.8
Maruti,Swift,2019,Petrol,Manual,Second Owner,3168.0,Dealer,21.2,1197,5,650000.0,7,452.57,239.4
Tata,Tiago,2018,Petrol,Manual,Second Owner,47751.0,Dealer,17.0,1199,5,475000.0,8,5968.88,239.8
Maruti,Alto K10,2010,Petrol,Manual,Fourth & Above Owner,52151.0,Dealer,24.1,998,5,201000.0,16,3259.44,199.6
Maruti,Swift,2017,Diesel,Manual,Third Owner,82914.0,Dealer,21.2,1498,5,427000.0,9,9212.67,299.6
Volkswagen,Vento,2013,Diesel,Manual,Fourth & Above Owner,83501.0,Dealer,19.0,1498,5,470000.0,13,6423.15,299.6
Hyundai,Elite I20,2015,Petrol,Manual,Third Owner,61900.0,Dealer,18.3,1197,5,549000.0,11,5627.27,239.4
Hyundai,Creta,2018,Diesel,Automatic,Second Owner,37630.0,Dealer,16.8,1497,5,1093000.0,8,4703.75,299.4
Hyundai,Verna,2020,Petrol,Manual,Second Owner,63994.0,Dealer,17.7,1497,5,1179000.0,6,10665.67,299.4
Maruti,S Cross,2018,Diesel,Manual,Second Owner,58000.0,Dealer,19.0,1498,5,875000.0,8,7250.0,299.6
Honda,City,2017,Petrol,Manual,Third Owner,25000.0,Dealer,17.4,1497,5,950000.0,9,2777.78,299.4
Honda,City,2017,Petrol,Manual,Third Owner,33246.0,Dealer,17.4,1497,5,745000.0,9,3694.0,299.4
Jaguar,Xe,2017,Diesel,Automatic,Third Owner,29999.0,Dealer,13.0,1999,5,3299000.0,9,3333.22,399.8
Renault,Kwid,2017,Petrol,Manual,Third Owner,15507.0,Dealer,22.0,999,5,315000.0,9,1723.0,199.8
Maruti,Dzire,2018,Diesel,Automatic,Second Owner,15805.0,Dealer,22.0,1498,5,764000.0,8,1975.62,299.6
Maruti,Celerio,2014,Petrol,Automatic,Third Owner,63931.0,Dealer,20.8,1197,5,385000.0,12,5327.58,239.4
Maruti,Wagon R,2019,Petrol,Manual,Second Owner,31295.0,Dealer,21.5,998,5,550000.0,7,4470.71,199.6
Hyundai,Creta,2017,Diesel,Automatic,Third Owner,130000.0,Dealer,16.8,1497,5,1025000.0,9,14444.44,299.4
Maruti,S Cross,2021,Petrol,Automatic,Second Owner,9400.0,Dealer,18.5,1248,5,1156000.0,5,1880.0,249.6
Hyundai,Creta,2015,Petrol,Manual,Third Owner,39000.0,Dealer,16.8,1497,5,855000.0,11,3545.45,299.4
Maruti,Baleno,2018,Petrol,Manual,Second Owner,24749.0,Dealer,21.4,1197,5,582000.0,8,3093.62,239.4
Maruti,Vitara Brezza,2020,Petrol,Automatic,Second Owner,21986.0,Dealer,17.0,1462,5,1275000.0,6,3664.33,292.4
BMW,5 Series,2012,Diesel,Manual,Fourth & Above Owner,81000.0,Dealer,15.6,1995,5,1500000.0,14,5785.71,399.0
Volkswagen,Vento,2021,Petrol,Manual,Second Owner,37230.0,Dealer,17.2,1197,5,1200000.0,5,7446.0,239.4
Hyundai,Verna,2014,Petrol,Manual,Third Owner,35856.0,Dealer,17.7,1497,5,525000.0,12,2988.0,299.4
Skoda,Yeti,2011,Diesel,Manual,Fourth & Above Owner,137849.0,Dealer,15.6,1498,5,600000.0,15,9189.93,299.6
Renault,Kwid,2019,Petrol,Manual,Second Owner,19927.0,Dealer,22.0,999,5,452000.0,7,2846.71,199.8
Nissan,Sunny,2012,Petrol,Manual,Fourth & Above Owner,56000.0,Dealer,18.0,1498,5,249000.0,14,4000.0,299.6
BMW,5 Series,2017,Diesel,Manual,Third Owner,41296.0,Dealer,15.6,1995,5,3300000.0,9,4588.44,399.0
Honda,Amaze,2016,Petrol,Manual,Third Owner,63882.0,Dealer,18.6,1199,5,445000.0,10,6388.2,239.8
Hyundai,Creta,2021,Petrol,Manual,Second Owner,16000.0,Dealer,16.8,1497,5,1325000.0,5,3200.0,299.4
Maruti,Vitara Brezza,2019,Diesel,Manual,Second Owner,50802.0,Dealer,17.0,1462,5,1022000.0,7,7257.43,292.4
Hyundai,I20,2014,Petrol,Manual,Third Owner,45195.0,Dealer,18.6,1197,5,375000.0,12,3766.25,239.4
Maruti,Wagon R,2018,Cng,Manual,Second Owner,86955.0,Dealer,21.5,998,5,420000.0,8,10869.38,199.6
Kia,Sonet,2020,Petrol,Manual,Second Owner,20879.0,Dealer,16.5,1497,5,1104000.0,6,3479.83,299.4
Hyundai,Elite I20,2016,Petrol,Manual,Third Owner,5000.0,Dealer,18.3,1197,5,595000.0,10,500.0,239.4
Maruti,Wagon R,2014,Petrol,Manual,Third Owner,44480.0,Dealer,21.5,998,5,299000.0,12,3706.67,199.6
Hyundai,Santro,2018,Cng,Manual,Second Owner,39717.0,Dealer,18.3,1197,5,529000.0,8,4964.62,239.4
Mahindra,TUV300,2017,Diesel,Manual,Third Owner,32549.0,Dealer,15.1,2179,7,623000.0,9,3616.56,311.29
Mahindra,Thar,2020,Petrol,Automatic,Second Owner,10900.0,Dealer,15.1,2179,7,1575000.0,6,1816.67,311.29
Audi,Q3,2015,Diesel,Automatic,Third Owner,90000.0,Dealer,14.5,1984,5,1490000.0,11,8181.82,396.8
Maruti,Xl6,2020,Petrol,Manual,Second Owner,38598.0,Dealer,20.8,1197,5,990000.0,6,6433.0,239.4
Tata,Tigor,2021,Electric,Automatic,Second Owner,17294.0,Dealer,0.0,0,5,1135000.0,5,3458.8,0.0
Skoda,Superb,2010,Petrol + 1,Automatic,Fourth & Above Owner,135000.0,Dealer,15.6,1498,5,800000.0,16,8437.5,299.6
Maruti,Swift,2019,Petrol,Manual,Second Owner,46027.0,Dealer,21.2,1197,5,695000.0,7,6575.29,239.4
Renault,Duster,2014,Petrol,Manual,Third Owner,46525.0,Dealer,20.0,999,5,480000.0,12,3877.08,199.8
Tata,Harrier,2019,Diesel,Manual,Second Owner,24500.0,Dealer,19.0,1498,5,1551000.0,7,3500.0,299.6
Honda,City,2016,Petrol,Automatic,Third Owner,48793.0,Dealer,17.4,1497,5,775000.0,10,4879.3,299.4
Hyundai,I10,2014,Petrol,Manual,Third Owner,85500.0,Dealer,19.8,1086,5,325000.0,12,7125.0,217.2
Maruti,Swift,2017,Petrol,Manual,Third Owner,34088.0,Dealer,21.2,1197,5,689000.0,9,3787.56,239.4
Maruti,Baleno,2019,Petrol,Manual,Second Owner,19921.0,Dealer,21.4,1197,5,719000.0,7,2845.86,239.4
Honda,Brio,2012,Petrol,Manual,Fourth & Above Owner,75000.0,Dealer,18.5,1198,5,239000.0,14,5357.14,239.6
Maruti,Alto K10,2012,Petrol,Manual,Fourth & Above Owner,99203.0,Dealer,24.1,998,5,260000.0,14,7085.93,199.6
Jeep,Compass,2019,Diesel,Manual,Second Owner,57000.0,Dealer,14.9,1956,5,1350000.0,7,8142.86,391.2
Hyundai,Grand I10,2015,Lpg,Manual,Third Owner,34810.0,Dealer,18.9,1197,5,475000.0,11,3164.55,239.4
Maruti,Ciaz,2018,Petrol,Manual,Second Owner,35829.0,Dealer,20.7,1373,5,845000.0,8,4478.62,274.6
Audi,A4,2013,Diesel,Automatic,Fourth & Above Owner,89332.0,Dealer,17.4,1984,5,1350000.0,13,6871.69,396.8
Audi,Q7,2019,Diesel,Automatic,Second Owner,22000.0,Dealer,14.5,1984,5,5400000.0,7,3142.86,396.8
Maruti,Vitara Brezza,2016,Diesel,Manual,Third Owner,59706.0,Dealer,17.0,1462,5,821000.0,10,5970.6,292.4
BMW,X1,2011,Diesel,Manual,Fourth & Above Owner,75000.0,Dealer,19.0,1498,5,800000.0,15,5000.0,299.6
Kia,Sonet,2021,Diesel,Automatic,Second Owner,9914.0,Dealer,16.5,1497,5,1550000.0,5,1982.8,299.4
Hyundai,Grand I10,2015,Petrol,Manual,Third Owner,81298.0,Dealer,18.9,1197,5,496000.0,11,7390.73,239.4
BMW,X1,2019,Diesel,Manual,Second Owner,29221.0,Dealer,19.0,1498,5,3785000.0,7,4174.43,299.6
Hyundai,Creta,2017,Petrol,Manual,Third Owner,34766.0,Dealer,16.8,1497,5,829000.0,9,3862.89,299.4
Maruti,Wagon R,2014,Petrol,Manual,Third Owner,20138.0,Dealer,21.5,998,5,341000.0,12,1678.17,199.6
Honda,Wr,2017,Petrol,Manual,Third Owner,47000.0,Dealer,17.8,1497,5,649000.0,9,5222.22,299.4
Hyundai,Grand I10,2019,Petrol,Manual,Second Owner,27113.0,Dealer,18.9,1197,5,659000.0,7,3873.29,239.4
Maruti,Wagon R,2020,Petrol,Manual,Second Owner,7506.0,Dealer,21.5,998,5,699000.0,6,1251.0,199.6
Honda,Amaze,2018,Petrol,Manual,Second Owner,77200.0,Dealer,18.6,1199,5,585000.0,8,9650.0,239.8
Hyundai,Grand I10,2016,Petrol,Manual,Third Owner,34258.0,Dealer,18.9,1197,5,541000.0,10,3425.8,239.4
Hyundai,Elite I20,2015,Petrol,Manual,Third Owner,54136.0,Dealer,18.3,1197,5,446000.0,11,4921.45,239.4
Hyundai,Elite I20,2017,Petrol,Manual,Third Owner,28000.0,Dealer,18.3,1197,5,675000.0,9,3111.11,239.4
Volkswagen,Vento,2014,Diesel,Automatic,Third Owner,56000.0,Dealer,19.0,1498,5,550000.0,12,4666.67,299.6
MG,Hector,2021,Petrol,Automatic,Second Owner,19000.0,Dealer,18.0,1200,5,1700000.0,5,3800.0,240.0
Maruti,Wagon R,2018,Petrol,Manual,Second Owner,84065.0,Dealer,21.5,998,5,467000.0,8,10508.12,199.6
Maruti,Ertiga,2019,Petrol,Automatic,Second Owner,37523.0,Dealer,19.0,1462,7,1045000.0,7,5360.43,208.86
Maruti,Vitara Brezza,2018,Diesel,Manual,Second Owner,82000.0,Dealer,17.0,1462,5,875000.0,8,10250.0,292.4
Hyundai,I20,2011,Petrol,Manual,Fourth & Above Owner,41123.0,Dealer,18.6,1197,5,259000.0,15,2741.53,239.4
Chevrolet,Cruze,2015,Diesel,Automatic,Third Owner,72000.0,Dealer,19.0,1498,5,690000.0,11,6545.45,299.6
Maruti,Ritz,2014,Petrol,Manual,Third Owner,65247.0,Dealer,18.5,1197,5,321000.0,12,5437.25,239.4
Honda,Brio,2017,Petrol,Automatic,Third Owner,56861.0,Dealer,18.5,1198,5,575000.0,9,6317.89,239.6
Hyundai,Grand I10,2018,Petrol,Manual,Second Owner,41100.0,Dealer,18.9,1197,5,545000.0,8,5137.5,239.4
Maruti,Wagon R,2014,Petrol,Manual,Third Owner,56932.0,Dealer,21.5,998,5,299000.0,12,4744.33,199.6
Toyota,Camry,2017,Petrol,Manual,Third Owner,20000.0,Dealer,12.9,2494,5,1890000.0,9,2222.22,498.8
Honda,City,2021,Petrol,Automatic,Second Owner,4275.0,Dealer,17.4,1497,5,1450000.0,5,855.0,299.4
Hyundai,Elite I20,2017,Petrol,Manual,Third Owner,20281.0,Dealer,18.3,1197,5,591000.0,9,2253.44,239.4
Maruti,Baleno,2019,Petrol,Manual,Second Owner,46310.0,Dealer,21.4,1197,5,568000.0,7,6615.71,239.4
Maruti,Ritz,2014,Petrol,Manual,Third Owner,60000.0,Dealer,18.5,1197,5,250000.0,12,5000.0,239.4
Tata,Nexon,2018,Petrol,Manual,Second Owner,16449.0,Dealer,17.0,1199,5,690000.0,8,2056.12,239.8
Jeep,Compass,2019,Petrol,Automatic,Second Owner,27000.0,Dealer,14.9,1956,5,1875000.0,7,3857.14,391.2
Tata,Tigor,2021,Petrol,Manual,Second Owner,15122.0,Dealer,17.0,1199,5,709000.0,5,3024.4,239.8
Hyundai,Grand I10,2015,Petrol,Manual,Third Owner,5221.0,Dealer,18.9,1197,5,569000.0,11,474.64,239.4
Hyundai,Grand I10,2016,Petrol,Automatic,Third Owner,35000.0,Dealer,18.9,1197,5,595000.0,10,3500.0,239.4
Toyota,Corolla Altis,2015,Petrol,Automatic,Third Owner,67800.0,Dealer,14.3,1798,5,1025000.0,11,6163.64,359.6
Hyundai,Creta,2018,Petrol,Manual,Second Owner,34841.0,Dealer,16.8,1497,5,1050000.0,8,4355.12,299.4
Maruti,Ciaz,2017,Petrol,Manual,Third Owner,22217.0,Dealer,20.7,1373,5,715000.0,9,2468.56,274.6
Tata,Tiago,2020,Petrol,Manual,Second Owner,17817.0,Dealer,17.0,1199,5,679000.0,6,2969.5,239.8
Kia,Seltos,2020,Petrol,Manual,Second Owner,13969.0,Dealer,16.5,1497,5,1545000.0,6,2328.17,299.4
Hyundai,I20,2021,Petrol,Manual,Second Owner,13626.0,Dealer,18.6,1197,5,960000.0,5,2725.2,239.4
Maruti,Wagon R,2014,Petrol,Manual,Third Owner,31316.0,Dealer,21.5,998,5,332000.0,12,2609.67,199.6
